Google Title,Google Author,Google Author URL,Google Abstract
A survey on deep learning approaches for text-to-SQL,"G Katsogiannis-Meimarakis, G Koutrika - The VLDB Journal, 2023 - Springer",https://scholar.google.com//citations?user=Jr-sebAAAAAJ&hl=zh-CN&oe=GB&oi=sra," We present the current state of the deep learning text-to-SQL landscape, the particularities of the  recent efforts that leverage the latest and most sophisticated deep learning approaches "
Financial time series forecasting with the deep learning ensemble model,"K He, Q Yang, L Ji, J Pan, Y Zou - Mathematics, 2023 - mdpi.com",https://scholar.google.com//citations?user=LVk3xE4AAAAJ&hl=zh-CN&oe=GB&oi=sra, using the CNN-LSTM deep learning model to simultaneously model  We found that since the deep learning model targets specific  of relevant independent deep learning models and the 
A deep learning-based fast fake news detection model for cyber-physical social services,"Q Zhang, Z Guo, Y Zhu, P Vijayakumar… - Pattern Recognition …, 2023 - Elsevier",https://scholar.google.com//citations?user=91U1CtREPGwC&hl=zh-CN&oe=GB&oi=sra, This paper successfully focuses on deep learning-based fast fake news detection in Chinese short texts. The method is to use convolutional neural network model to extract features 
Nnsmith: Generating diverse and valid test cases for deep learning compilers,"J Liu, J Lin, F Ruffy, C Tan, J Li, A Panda… - Proceedings of the 28th …, 2023 - dl.acm.org",https://scholar.google.com//citations?user=Hk3IvuIAAAAJ&hl=zh-CN&oe=GB&oi=sra, Deep-learning (DL) compilers such as TVM and TensorRT are increasingly being used to optimize deep  approach for finding bugs in deep-learning compilers. Our core approach 
Deep learning-based indirect bridge damage identification system,"D Hajializadeh - Structural health monitoring, 2023 - journals.sagepub.com",https://scholar.google.com//citations?user=81otbyYAAAAJ&hl=zh-CN&oe=GB&oi=sra," To address these challenges, this study employs a powerful class of deep learning algorithm  For this purpose, a deep convolutional neural network is built, optimised, trained and tested "
Deep learning for precise robot position prediction in logistics,"C Che, B Liu, S Li, J Huang… - Journal of Theory and …, 2023 - pdfs.semanticscholar.org",https://scholar.google.com//citations?user=mOEp1z8AAAAJ&hl=zh-CN&oe=GB&oi=sra,"This study presents an interdisciplinary investigation at the nexus of mechanical engineering and computer science, aimed at advancing the field of logistics automation. In response to "
Transformer-based deep learning for predicting protein properties in the life sciences,"A Chandra, L Tünnermann, T Löfstedt, R Gratz - Elife, 2023 - elifesciences.org",https://scholar.google.com//citations?user=Ru4cV0EAAAAJ&hl=zh-CN&oe=GB&oi=sra, There is hope that deep learning can close the gap between  Such models can learn useful multipurpose representations  We review shortcomings of other deep learning models and 
Stock market prediction using deep learning algorithms,"S Mukherjee, B Sadhukhan, N Sarkar… - CAAI Transactions on …, 2023 - Wiley Online Library",https://scholar.google.com//citations?user=sdu678oAAAAJ&hl=zh-CN&oe=GB&oi=sra," learning and deep learning algorithms can make a firm prediction with minimised error possibilities. The Artificial Neural Network (ANN) or Deep  this prediction using deep learning, and "
Sok: Deep learning-based physical side-channel analysis,"S Picek, G Perin, L Mariot, L Wu, L Batina - ACM Computing Surveys, 2023 - dl.acm.org",https://scholar.google.com//citations?user=XMXGZ-EAAAAJ&hl=zh-CN&oe=GB&oi=sra," for deep learning-based SCA. Section 7 provides an overview of the future of deep learning- Finally, in Appendix A, we provide additional information about the deep learning architec"
A survey of machine and deep learning methods for privacy protection in the internet of things,"E Rodríguez, B Otero, R Canal - Sensors, 2023 - mdpi.com",https://scholar.google.com//citations?user=x0AqYvkAAAAJ&hl=zh-CN&oe=GB&oi=sra," This paper presents a comprehensive survey of recent Machine Learning (ML)- and Deep Learning (DL)-based solutions for privacy in IoT. First, we present an in depth analysis of "
COVID-CheXNet: hybrid deep learning framework for identifying COVID-19 virus in chest X-rays images,"AS Al-Waisy, S Al-Fahdawi, MA Mohammed… - Soft computing, 2023 - Springer",https://scholar.google.com//citations?user=Ayx7tVUAAAAJ&hl=zh-CN&oe=GB&oi=sra," This paper proposes a new hybrid deep learning framework,  obtained from two discriminative deep learning models. The  This is followed by applying two distinctive deep learning "
Current trends in deep learning for Earth Observation: An open-source benchmark arena for image classification,"I Dimitrovski, I Kitanovski, D Kocev… - ISPRS Journal of …, 2023 - Elsevier",https://scholar.google.com//citations?user=S7SUM18AAAAJ&hl=zh-CN&oe=GB&oi=sra," , focusing on learning semantically meaningful representations of more sophisticated patterns in an image by leveraging the capabilities of deep learning. Deep learning approaches "
Composition of hybrid deep learning model and feature optimization for intrusion detection system,"A Henry, S Gautam, S Khanna, K Rabie, T Shongwe… - Sensors, 2023 - mdpi.com",https://scholar.google.com//citations?user=_mOJ4sYAAAAJ&hl=zh-CN&oe=GB&oi=sra," a deep learning algorithm called CNN with GRU framework to develop an IDS. CNN is widely used as a deep learning  To propose an IDS model, we used a deep learning algorithm "
Automated detection and forecasting of covid-19 using deep learning techniques: A review,"A Shoeibi, M Khodatars, M Jafari, N Ghassemi… - Neurocomputing, 2024 - Elsevier",https://scholar.google.com//citations?user=wSyF-EgAAAAJ&hl=zh-CN&oe=GB&oi=sra," Therefore, leveraging artificial intelligence (AI) methods, particularly deep learning (DL) models, can deliver consistent, high-performance results. Unlike conventional machine learning ("
The evolution of distributed systems for graph neural networks and their origin in graph processing and deep learning: A survey,"J Vatter, R Mayer, HA Jacobsen - ACM Computing Surveys, 2023 - dl.acm.org",https://scholar.google.com//citations?user=znH48s0AAAAJ&hl=zh-CN&oe=GB&oi=sra, This specialized Deep Neural Network (DNN) architecture is capable of processing graph structured data and bridges the gap between graph processing and Deep Learning (DL). As 
Colossal-ai: A unified deep learning system for large-scale parallel training,"S Li, H Liu, Z Bian, J Fang, H Huang, Y Liu… - Proceedings of the …, 2023 - dl.acm.org",https://scholar.google.com//citations?user=kRXMjSUAAAAJ&hl=zh-CN&oe=GB&oi=sra, The success of Transformer models has pushed the deep learning model scale to billions of  as it requires domain expertise in both deep learning and parallel computing. The Colossal-
Multimodal data fusion for cancer biomarker discovery with deep learning,"S Steyaert, M Pizurica, D Nagaraj… - Nature machine …, 2023 - nature.com",https://scholar.google.com//citations?user=jjQH26IAAAAJ&hl=zh-CN&oe=GB&oi=sra," The introduction of deep learning has greatly advanced the analysis of biomedical data.  Here, we cover these current challenges and reflect on opportunities through deep learning "
A deep learning architecture for multi-class lung diseases classification using chest X-ray (CXR) images,"GMM Alshmrani, Q Ni, R Jiang, H Pervaiz… - Alexandria Engineering …, 2023 - Elsevier",https://scholar.google.com//citations?user=P_sNAHEAAAAJ&hl=zh-CN&oe=GB&oi=sra," in deep learning, machines can perform equally or better than humans on a wide range of activities. For example, deep learning  With huge-labelled datasets and deep learning-based "
MultiResEdge: A deep learning-based edge detection approach,"K Muntarina, R Mostafiz, F Khanom, SB Shorif… - Intelligent Systems with …, 2023 - Elsevier",https://scholar.google.com//citations?user=kQyQ_vwAAAAJ&hl=zh-CN&oe=GB&oi=sra," To deal with these issues, the present research is motivated to execute a new deep learning-based edge detection model named MultiResEdge which is a tweaked variant of the "
A deep learning based model for the detection of pneumonia from chest X-ray images using VGG-16 and neural networks,"S Sharma, K Guleria - Procedia Computer Science, 2023 - Elsevier",https://scholar.google.com//citations?user=l0KXkacAAAAJ&hl=zh-CN&oe=GB&oi=sra," Deep learning, is a field of artificial intelligence which is used in the successful development  In this work, a deep learning(DL) model using VGG16 is utilized for detecting and "
A review on deep-learning algorithms for fetal ultrasound-image analysis,"MC Fiorentino, FP Villani, M Di Cosmo, E Frontoni… - Medical image …, 2023 - Elsevier",https://scholar.google.com//citations?user=ha4R4hkAAAAJ&hl=zh-CN&oe=GB&oi=sra,"Deep-learning (DL) algorithms are becoming the standard for processing ultrasound (US) fetal images. A number of survey papers in the field is today available, but most of them are "
A deep learning model for early prediction of pneumonia using VGG19 and neural networks,"S Sharma, K Guleria - Mobile Radio Communications and 5G Networks …, 2023 - Springer",https://scholar.google.com//citations?user=-FQA3RUAAAAJ&hl=zh-CN&oe=GB&oi=sra," The advancement and growth of computerized systems, particularly artificial intelligence and its various branches namely machine learning (ML) and deep learning (DL), have "
Forest fire and smoke detection using deep learning-based learning without forgetting,"VE Sathishkumar, J Cho, M Subramanian, OS Naren - Fire ecology, 2023 - Springer",https://scholar.google.com//citations?user=-GplJh4AAAAJ&hl=zh-CN&oe=GB&oi=sra," With the growth of AI, numerous research attempts have been made to detect the presence of fire/smoke in images using machine learning and deep learning models. However, in this "
An overview of deep learning methods for left ventricle segmentation,"MA Shoaib, JH Chuah, R Ali… - Computational …, 2023 - downloads.hindawi.com",https://scholar.google.com//citations?user=fXhQVA4AAAAJ&hl=zh-CN&oe=GB&oi=sra," deep learning has attracted a lot of attention. Tis article presents a critical review of deep learning  the motivation and methodology of various deep learning models, as well as exploring "
Sparsetir: Composable abstractions for sparse compilation in deep learning,"Z Ye, R Lai, J Shao, T Chen, L Ceze - Proceedings of the 28th ACM …, 2023 - dl.acm.org",https://scholar.google.com//citations?user=UFnBlEEAAAAJ&hl=zh-CN&oe=GB&oi=sra," sparse pattern we face in deep learning, and maximize the use  the characteristics of the corresponding deep learning workloads.  on several important sparse deep learning workloads. "
Classification of weed seeds based on visual images and deep learning,"T Luo, J Zhao, Y Gu, S Zhang, X Qiao, W Tian… - Information Processing in …, 2023 - Elsevier",https://scholar.google.com//citations?user=TqQ-PMUAAAAJ&hl=zh-CN&oe=GB&oi=sra," The classification algorithms are mostly based on supervised learning, such as a variety of  development of deep learning, the deep CNN is a key methodology of deep learning that has "
DNoiseNet: Deep learning-based feedback active noise control in various noisy environments,"YJ Cha, A Mostafavi, SS Benipal - Engineering Applications of Artificial …, 2023 - Elsevier",https://scholar.google.com//citations?user=D_cTtD0AAAAJ&hl=zh-CN&oe=GB&oi=sra," This paper proposes an advanced deep learning–based feedback ANC named DNoiseNet  , and recurrent neural networks) learn multilevel temporal features under different noises in "
A comprehensive survey of deep learning techniques natural language processing,"J Bharadiya - European Journal of Technology, 2023 - ajpojournals.org",https://scholar.google.com//citations?user=j0Ue3h8AAAAJ&hl=zh-CN&oe=GB&oi=sra," learning techniques are increasingly getting more attention. These learning techniques are capable of learning from  As opposed to learning, which is supervised and typically yields few "
