PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37071058","Deep learning-based classification and spatial prognosis risk score on whole-slide images of lung adenocarcinoma","Ding H, Feng Y, Huang X, Xu J, Zhang T, Liang Y, Wang H, Chen B, Mao Q, Xia W, Huang X, Xu L, Dong G, Jiang F.","Histopathology. 2023 Aug;83(2):211-228. doi: 10.1111/his.14918. Epub 2023 Apr 18.","Ding H","Histopathology","2023","2023/04/18","","","10.1111/his.14918"
"38014709","Wavelet scattering networks in deep learning for discovering protein markers in a cohort of Swedish rectal cancer patients","Pham TD, Sun XF.","Cancer Med. 2023 Dec;12(23):21502-21518. doi: 10.1002/cam4.6672. Epub 2023 Nov 28.","Pham TD","Cancer Med","2023","2023/11/28","PMC10726782","","10.1002/cam4.6672"
"37582371","Deep learning integrates histopathology and proteogenomics at a pan-cancer level","Wang JM, Hong R, Demicco EG, Tan J, Lazcano R, Moreira AL, Li Y, Calinawan A, Razavian N, Schraink T, Gillette MA, Omenn GS, An E, Rodriguez H, Tsirigos A, Ruggles KV, Ding L, Robles AI, Mani DR, Rodland KD, Lazar AJ, Liu W, Fenyö D; Clinical Proteomic Tumor Analysis Consortium.","Cell Rep Med. 2023 Sep 19;4(9):101173. doi: 10.1016/j.xcrm.2023.101173. Epub 2023 Aug 14.","Wang JM","Cell Rep Med","2023","2023/08/15","PMC10518635","","10.1016/j.xcrm.2023.101173"
"36933315","Explainable deep learning-based clinical decision support engine for MRI-based automated diagnosis of temporomandibular joint anterior disk displacement","Yoon K, Kim JY, Kim SJ, Huh JK, Kim JW, Choi J.","Comput Methods Programs Biomed. 2023 May;233:107465. doi: 10.1016/j.cmpb.2023.107465. Epub 2023 Mar 5.","Yoon K","Comput Methods Programs Biomed","2023","2023/03/18","","","10.1016/j.cmpb.2023.107465"
"37232048","Contour-guided deep learning based deformable image registration for dose monitoring during CBCT-guided radiotherapy of prostate cancer","Hemon C, Rigaud B, Barateau A, Tilquin F, Noblet V, Sarrut D, Meyer P, Bert J, De Crevoisier R, Simon A.","J Appl Clin Med Phys. 2023 Aug;24(8):e13991. doi: 10.1002/acm2.13991. Epub 2023 May 25.","Hemon C","J Appl Clin Med Phys","2023","2023/05/26","PMC10445205","","10.1002/acm2.13991"
"37803462","Towards deep-learning (DL) based fully automated target delineation for rectal cancer neoadjuvant radiotherapy using a divide-and-conquer strategy: a study with multicenter blind and randomized validation","Geng J, Zhu X, Liu Z, Chen Q, Bai L, Wang S, Li Y, Wu H, Yue H, Du Y.","Radiat Oncol. 2023 Oct 6;18(1):164. doi: 10.1186/s13014-023-02350-0.","Geng J","Radiat Oncol","2023","2023/10/06","PMC10557242","","10.1186/s13014-023-02350-0"
"37414257","Clinical target volume delineation quality assurance for MRI-guided prostate radiotherapy using deep learning with uncertainty estimation","Min H, Dowling J, Jameson MG, Cloak K, Faustino J, Sidhom M, Martin J, Cardoso M, Ebert MA, Haworth A, Chlap P, de Leon J, Berry M, Pryor D, Greer P, Vinod SK, Holloway L.","Radiother Oncol. 2023 Sep;186:109794. doi: 10.1016/j.radonc.2023.109794. Epub 2023 Jul 4.","Min H","Radiother Oncol","2023","2023/07/06","","","10.1016/j.radonc.2023.109794"
"36642413","Integrated mRNA sequence optimization using deep learning","Gong H, Wen J, Luo R, Feng Y, Guo J, Fu H, Zhou X.","Brief Bioinform. 2023 Jan 19;24(1):bbad001. doi: 10.1093/bib/bbad001.","Gong H","Brief Bioinform","2023","2023/01/15","PMC9851294","","10.1093/bib/bbad001"
"37220799","msQSM: Morphology-based self-supervised deep learning for quantitative susceptibility mapping","He J, Peng Y, Fu B, Zhu Y, Wang L, Wang R.","Neuroimage. 2023 Jul 15;275:120181. doi: 10.1016/j.neuroimage.2023.120181. Epub 2023 May 21.","He J","Neuroimage","2023","2023/05/23","","","10.1016/j.neuroimage.2023.120181"
"37707403","Computed Tomography-Based Deep Learning Model for Assessing the Severity of Patients With Connective Tissue Disease-Associated Interstitial Lung Disease","Su N, Hou F, Zheng W, Wu Z, E L.","J Comput Assist Tomogr. 2023 Sep-Oct 01;47(5):738-745. doi: 10.1097/RCT.0000000000001484. Epub 2023 Jul 7.","Su N","J Comput Assist Tomogr","2023","2023/09/14","","","10.1097/RCT.0000000000001484"
"35980454","A deep learning algorithm for detecting lytic bone lesions of multiple myeloma on CT","Faghani S, Baffour FI, Ringler MD, Hamilton-Cave M, Rouzrokh P, Moassefi M, Khosravi B, Erickson BJ.","Skeletal Radiol. 2023 Jan;52(1):91-98. doi: 10.1007/s00256-022-04160-z. Epub 2022 Aug 18.","Faghani S","Skeletal Radiol","2023","2022/08/18","","","10.1007/s00256-022-04160-z"
"34348922","Development and validation of a deep learning system to classify aetiology and predict anatomical outcomes of macular hole","Xiao Y, Hu Y, Quan W, Yang Y, Lai W, Wang X, Zhang X, Zhang B, Wu Y, Wu Q, Liu B, Zeng X, Lin Z, Fang Y, Hu Y, Feng S, Yuan L, Cai H, Li T, Lin H, Yu H.","Br J Ophthalmol. 2023 Jan;107(1):109-115. doi: 10.1136/bjophthalmol-2021-318844. Epub 2021 Aug 4.","Xiao Y","Br J Ophthalmol","2023","2021/08/05","PMC9763201","","10.1136/bjophthalmol-2021-318844"
"38084012","A New Deep Learning Algorithm for Detecting Spinal Metastases on Computed Tomography Images","Motohashi M, Funauchi Y, Adachi T, Fujioka T, Otaka N, Kamiko Y, Okada T, Tateishi U, Okawa A, Yoshii T, Sato S.","Spine (Phila Pa 1976). 2024 Mar 15;49(6):390-397. doi: 10.1097/BRS.0000000000004889. Epub 2023 Dec 12.","Motohashi M","Spine (Phila Pa 1976)","2024","2023/12/12","PMC10898548","","10.1097/BRS.0000000000004889"
"38016971","Label-free identification of protein aggregates using deep learning","Ibrahim KA, Grußmayer KS, Riguet N, Feletti L, Lashuel HA, Radenovic A.","Nat Commun. 2023 Nov 28;14(1):7816. doi: 10.1038/s41467-023-43440-7.","Ibrahim KA","Nat Commun","2023","2023/11/28","PMC10684545","","10.1038/s41467-023-43440-7"
"37532899","Deep learning reconstruction CT for liver metastases: low-dose dual-energy vs standard-dose single-energy","Lyu P, Li Z, Chen Y, Wang H, Liu N, Liu J, Zhan P, Liu X, Shang B, Wang L, Gao J.","Eur Radiol. 2024 Jan;34(1):28-38. doi: 10.1007/s00330-023-10033-3. Epub 2023 Aug 2.","Lyu P","Eur Radiol","2024","2023/08/02","","","10.1007/s00330-023-10033-3"
"36914105","Inter-individual deep image reconstruction via hierarchical neural code conversion","Ho JK, Horikawa T, Majima K, Cheng F, Kamitani Y.","Neuroimage. 2023 May 1;271:120007. doi: 10.1016/j.neuroimage.2023.120007. Epub 2023 Mar 11.","Ho JK","Neuroimage","2023","2023/03/13","","","10.1016/j.neuroimage.2023.120007"
"36481204","Further predictive value of lymphovascular invasion explored via supervised deep learning for lymph node metastases in breast cancer","Chen J, Yang Y, Luo B, Wen Y, Chen Q, Ma R, Huang Z, Zhu H, Li Y, Chen Y, Qian D.","Hum Pathol. 2023 Jan;131:26-37. doi: 10.1016/j.humpath.2022.11.007. Epub 2022 Dec 5.","Chen J","Hum Pathol","2023","2022/12/08","","","10.1016/j.humpath.2022.11.007"
"37462798","MRI-based deep learning model for differentiation of hepatic hemangioma and hepatoblastoma in early infancy","Yang Y, Zhou Z, Li Y.","Eur J Pediatr. 2023 Oct;182(10):4365-4368. doi: 10.1007/s00431-023-05113-x. Epub 2023 Jul 18.","Yang Y","Eur J Pediatr","2023","2023/07/18","","","10.1007/s00431-023-05113-x"
"38127330","Pediatric evaluations for deep learning CT denoising","Nelson BJ, Kc P, Badal A, Jiang L, Masters SC, Zeng R.","Med Phys. 2024 Feb;51(2):978-990. doi: 10.1002/mp.16901. Epub 2023 Dec 21.","Nelson BJ","Med Phys","2024","2023/12/21","","","10.1002/mp.16901"
"37750558","Validation of a Deep Learning Algorithm for Continuous, Real-Time Detection of Atrial Fibrillation Using a Wrist-Worn Device in an Ambulatory Environment","Poh MZ, Battisti AJ, Cheng LF, Lin J, Patwardhan A, Venkataraman GS, Athill CA, Patel NS, Patel CP, Machado CE, Ellis JT, Crosson LA, Tamura Y, Plowman RS, Turakhia MP, Ghanbari H.","J Am Heart Assoc. 2023 Oct 3;12(19):e030543. doi: 10.1161/JAHA.123.030543. Epub 2023 Sep 26.","Poh MZ","J Am Heart Assoc","2023","2023/09/26","PMC10727259","","10.1161/JAHA.123.030543"
"36702896","A universal deep-learning model for zinc finger design enables transcription factor reprogramming","Ichikawa DM, Abdin O, Alerasool N, Kogenaru M, Mueller AL, Wen H, Giganti DO, Goldberg GW, Adams S, Spencer JM, Razavi R, Nim S, Zheng H, Gionco C, Clark FT, Strokach A, Hughes TR, Lionnet T, Taipale M, Kim PM, Noyes MB.","Nat Biotechnol. 2023 Aug;41(8):1117-1129. doi: 10.1038/s41587-022-01624-4. Epub 2023 Jan 26.","Ichikawa DM","Nat Biotechnol","2023","2023/01/26","PMC10421740","","10.1038/s41587-022-01624-4"
"36791514","Auto-segmentation of the tibia and femur from knee MR images via deep learning and its application to cartilage strain and recovery","Kim-Wang SY, Bradley PX, Cutcliffe HC, Collins AT, Crook BS, Paranjape CS, Spritzer CE, DeFrate LE.","J Biomech. 2023 Mar;149:111473. doi: 10.1016/j.jbiomech.2023.111473. Epub 2023 Jan 26.","Kim-Wang SY","J Biomech","2023","2023/02/15","PMC10281551","NIHMS1873960","10.1016/j.jbiomech.2023.111473"
"38302487","A clinical microscopy dataset to develop a deep learning diagnostic test for urinary tract infection","Liou N, De T, Urbanski A, Chieng C, Kong Q, David AL, Khasriya R, Yakimovich A, Horsley H.","Sci Data. 2024 Feb 1;11(1):155. doi: 10.1038/s41597-024-02975-0.","Liou N","Sci Data","2024","2024/02/01","PMC10834944","","10.1038/s41597-024-02975-0"
"37418626","Deep Learning on Electrocardiograms for Prediction of In-hospital Intradialytic Hypotension in Patients with ESKD","Vaid A, Takkavatakarn K, Divers J, Charytan DM, Chan L, Nadkarni GN.","Kidney360. 2023 Sep 1;4(9):e1293-e1296. doi: 10.34067/KID.0000000000000208. Epub 2023 Jul 7.","Vaid A","Kidney360","2023","2023/07/07","PMC10547223","","10.34067/KID.0000000000000208"
"37552254","Deep learning-based scan range optimization can reduce radiation exposure in coronary CT angiography","Demircioğlu A, Bos D, Demircioğlu E, Qaadan S, Glasmachers T, Bruder O, Umutlu L, Nassenstein K.","Eur Radiol. 2024 Jan;34(1):411-421. doi: 10.1007/s00330-023-09971-9. Epub 2023 Aug 8.","Demircioğlu A","Eur Radiol","2024","2023/08/08","PMC10791769","","10.1007/s00330-023-09971-9"
"35867160","Deep learning imaging features derived from kidney ultrasounds predict chronic kidney disease progression in children with posterior urethral valves","Weaver JK, Milford K, Rickard M, Logan J, Erdman L, Viteri B, D'Souza N, Cucchiara A, Skreta M, Keefe D, Shah S, Selman A, Fischer K, Weiss DA, Long CJ, Lorenzo A, Fan Y, Tasian GE.","Pediatr Nephrol. 2023 Mar;38(3):839-846. doi: 10.1007/s00467-022-05677-0. Epub 2022 Jul 22.","Weaver JK","Pediatr Nephrol","2023","2022/07/22","PMC10068959","NIHMS1872129","10.1007/s00467-022-05677-0"
"38231025","Image Quality and Diagnostic Performance of Low-Dose Liver CT with Deep Learning Reconstruction versus Standard-Dose CT","Lee DH, Lee JM, Lee CH, Afat S, Othman A.","Radiol Artif Intell. 2024 Mar;6(2):e230192. doi: 10.1148/ryai.230192.","Lee DH","Radiol Artif Intell","2024","2024/01/17","","","10.1148/ryai.230192"
"36750605","Identifying congenital generalized lipodystrophy using deep learning-DEEPLIPO","da Cunha Olegario NB, da Cunha Neto JS, Barbosa PCS, Pinheiro PR, Landim PLA, Montenegro APDR, Fernandes VO, de Albuquerque VHC, Duarte JBF, da Cruz Paiva Lima GE, Junior RMM.","Sci Rep. 2023 Feb 7;13(1):2176. doi: 10.1038/s41598-023-27987-5.","da Cunha Olegario NB","Sci Rep","2023","2023/02/07","PMC9905595","","10.1038/s41598-023-27987-5"
"36653517","Radiologists with assistance of deep learning can achieve overall accuracy of benign-malignant differentiation of musculoskeletal tumors comparable with that of pre-surgical biopsies in the literature","Zhao K, Zhu X, Zhang M, Xie Z, Yan X, Wu S, Liao P, Lu H, Shen W, Fu C, Cui H, He C, Fang Q, Mei J.","Int J Comput Assist Radiol Surg. 2023 Aug;18(8):1451-1458. doi: 10.1007/s11548-023-02838-w. Epub 2023 Jan 18.","Zhao K","Int J Comput Assist Radiol Surg","2023","2023/01/18","","","10.1007/s11548-023-02838-w"
"36657723","Deep learning-based accurate delineation of primary gross tumor volume of nasopharyngeal carcinoma on heterogeneous magnetic resonance imaging: A large-scale and multi-center study","Luo X, Liao W, He Y, Tang F, Wu M, Shen Y, Huang H, Song T, Li K, Zhang S, Zhang S, Wang G.","Radiother Oncol. 2023 Mar;180:109480. doi: 10.1016/j.radonc.2023.109480. Epub 2023 Jan 16.","Luo X","Radiother Oncol","2023","2023/01/19","","","10.1016/j.radonc.2023.109480"
"36289038","A Deep Learning-Based Computer Aided Detection (CAD) System for Difficult-to-Detect Brain Metastases","Fairchild AT, Salama JK, Wiggins WF, Ackerson BG, Fecci PE, Kirkpatrick JP, Floyd SR, Godfrey DJ.","Int J Radiat Oncol Biol Phys. 2023 Mar 1;115(3):779-793. doi: 10.1016/j.ijrobp.2022.09.068. Epub 2022 Oct 23.","Fairchild AT","Int J Radiat Oncol Biol Phys","2023","2022/10/26","","","10.1016/j.ijrobp.2022.09.068"
"37488451","Ultra-low-dose computed tomography with deep learning reconstruction for craniosynostosis at radiation doses comparable to skull radiographs: a pilot study","Lyoo Y, Choi YH, Lee SB, Lee S, Cho YJ, Shin SM, Phi JH, Kim SK, Cheon JE.","Pediatr Radiol. 2023 Oct;53(11):2260-2268. doi: 10.1007/s00247-023-05717-3. Epub 2023 Jul 25.","Lyoo Y","Pediatr Radiol","2023","2023/07/24","","","10.1007/s00247-023-05717-3"
"35852498","Generalizability of Deep Learning Segmentation Algorithms for Automated Assessment of Cartilage Morphology and MRI Relaxometry","Schmidt AM, Desai AD, Watkins LE, Crowder HA, Black MS, Mazzoli V, Rubin EB, Lu Q, MacKay JW, Boutin RD, Kogan F, Gold GE, Hargreaves BA, Chaudhari AS.","J Magn Reson Imaging. 2023 Apr;57(4):1029-1039. doi: 10.1002/jmri.28365. Epub 2022 Jul 19.","Schmidt AM","J Magn Reson Imaging","2023","2022/07/19","PMC9849481","NIHMS1822687","10.1002/jmri.28365"
"35775971","Fully Automated MRI Segmentation and Volumetric Measurement of Intracranial Meningioma Using Deep Learning","Kang H, Witanto JN, Pratama K, Lee D, Choi KS, Choi SH, Kim KM, Kim MS, Kim JW, Kim YH, Park SJ, Park CK.","J Magn Reson Imaging. 2023 Mar;57(3):871-881. doi: 10.1002/jmri.28332. Epub 2022 Jul 1.","Kang H","J Magn Reson Imaging","2023","2022/07/01","","","10.1002/jmri.28332"
"37295899","Progressive growing of Generative Adversarial Networks for improving data augmentation and skin cancer diagnosis","Pérez E, Ventura S.","Artif Intell Med. 2023 Jul;141:102556. doi: 10.1016/j.artmed.2023.102556. Epub 2023 Apr 28.","Pérez E","Artif Intell Med","2023","2023/06/09","","","10.1016/j.artmed.2023.102556"
"36453607","A multi-scale, multi-region and attention mechanism-based deep learning framework for prediction of grading in hepatocellular carcinoma","Wei J, Ji Q, Gao Y, Yang X, Guo D, Gu D, Yuan C, Tian J, Ding D.","Med Phys. 2023 Apr;50(4):2290-2302. doi: 10.1002/mp.16127. Epub 2022 Dec 10.","Wei J","Med Phys","2023","2022/12/01","","","10.1002/mp.16127"
"36197579","Deep learning image reconstruction algorithm reduces image noise while alters radiomics features in dual-energy CT in comparison with conventional iterative reconstruction algorithms: a phantom study","Zhong J, Xia Y, Chen Y, Li J, Lu W, Shi X, Feng J, Yan F, Yao W, Zhang H.","Eur Radiol. 2023 Feb;33(2):812-824. doi: 10.1007/s00330-022-09119-1. Epub 2022 Oct 5.","Zhong J","Eur Radiol","2023","2022/10/05","","","10.1007/s00330-022-09119-1"
"37741452","Tumor Mutation Burden-Related Histopathologic Features for Predicting Overall Survival in Gliomas Using Graph Deep Learning","Sun C, Luo T, Liu Z, Ge J, Shao L, Liu X, Li B, Zhang S, Qiu Q, Wei W, Wang S, Bian XW, Tian J.","Am J Pathol. 2023 Dec;193(12):2111-2121. doi: 10.1016/j.ajpath.2023.08.015. Epub 2023 Sep 21.","Sun C","Am J Pathol","2023","2023/09/23","","","10.1016/j.ajpath.2023.08.015"
"37322299","Two-stage multi-task deep learning framework for simultaneous pelvic bone segmentation and landmark detection from CT images","Zhai H, Chen Z, Li L, Tao H, Wang J, Li K, Shao M, Cheng X, Wang J, Wu X, Wu C, Zhang X, Kettunen L, Wang H.","Int J Comput Assist Radiol Surg. 2024 Jan;19(1):97-108. doi: 10.1007/s11548-023-02976-1. Epub 2023 Jun 15.","Zhai H","Int J Comput Assist Radiol Surg","2024","2023/06/15","","","10.1007/s11548-023-02976-1"
"37271998","[Metal artifact reduction and clinical verification in oral and maxillofacial region based on deep learning]","Zeng W, Zhou SL, Guo JX, Tang W.","Zhonghua Kou Qiang Yi Xue Za Zhi. 2023 Jun 9;58(6):540-546. doi: 10.3760/cma.j.cn112144-20230302-00067.","Zeng W","Zhonghua Kou Qiang Yi Xue Za Zhi","2023","2023/06/05","","","10.3760/cma.j.cn112144-20230302-00067"
"37814387","Applying an artificial intelligence deep learning approach to routine dermatopathological diagnosis of basal cell carcinoma","Duschner N, Baguer DO, Schmidt M, Griewank KG, Hadaschik E, Hetzer S, Wiepjes B, Le'Clerc Arrastia J, Jansen P, Maass P, Schaller J.","J Dtsch Dermatol Ges. 2023 Nov;21(11):1329-1337. doi: 10.1111/ddg.15180. Epub 2023 Oct 9.","Duschner N","J Dtsch Dermatol Ges","2023","2023/10/10","","","10.1111/ddg.15180"
"37774643","Deep Learning to Optimize Magnetic Resonance Imaging Prediction of Motor Outcomes After Hypoxic-Ischemic Encephalopathy","Vesoulis ZA, Trivedi SB, Morris HF, McKinstry RC, Li Y, Mathur AM, Wu YW.","Pediatr Neurol. 2023 Dec;149:26-31. doi: 10.1016/j.pediatrneurol.2023.09.001. Epub 2023 Sep 7.","Vesoulis ZA","Pediatr Neurol","2023","2023/09/29","PMC10842950","NIHMS1936829","10.1016/j.pediatrneurol.2023.09.001"
"37494542","Deep learning-enabled discovery and characterization of HKT genes in Spartina alterniflora","Yang M, Chen S, Huang Z, Gao S, Yu T, Du T, Zhang H, Li X, Liu CM, Chen S, Li H.","Plant J. 2023 Nov;116(3):690-705. doi: 10.1111/tpj.16397. Epub 2023 Jul 26.","Yang M","Plant J","2023","2023/07/26","","","10.1111/tpj.16397"
"36898486","Leg-Length Discrepancy Variability on Standard Anteroposterior Pelvis Radiographs: An Analysis Using Deep Learning Measurements","Jang SJ, Kunze KN, Bornes TD, Anderson CG, Mayman DJ, Jerabek SA, Vigdorchik JM, Sculco PK.","J Arthroplasty. 2023 Oct;38(10):2017-2023.e3. doi: 10.1016/j.arth.2023.03.006. Epub 2023 Mar 9.","Jang SJ","J Arthroplasty","2023","2023/03/10","","","10.1016/j.arth.2023.03.006"
"38151502","A novel deep learning model for a computed tomography diagnosis of coronary plaque erosion","Park S, Yuki H, Niida T, Suzuki K, Kinoshita D, McNulty I, Broersen A, Dijkstra J, Lee H, Kakuta T, Ye JC, Jang IK.","Sci Rep. 2023 Dec 27;13(1):22992. doi: 10.1038/s41598-023-50483-9.","Park S","Sci Rep","2023","2023/12/27","PMC10752868","","10.1038/s41598-023-50483-9"
"37787513","Preclinical validation of a novel deep learning-based metal artifact correction algorithm for orthopedic CT imaging","Guo R, Zou Y, Zhang S, An J, Zhang G, Du X, Gong H, Xiong S, Long Y, Ma J.","J Appl Clin Med Phys. 2023 Nov;24(11):e14166. doi: 10.1002/acm2.14166. Epub 2023 Oct 3.","Guo R","J Appl Clin Med Phys","2023","2023/10/03","PMC10647951","","10.1002/acm2.14166"
